Setpoint,PID_Output,Planta_Output
44.00,19.70,45.73
44.00,19.44,45.94
44.00,19.44,45.94
44.00,19.44,45.94
44.00,19.44,45.94
44.00,19.18,46.14
44.00,19.18,46.14
44.00,19.18,46.14
44.00,19.18,46.35
44.00,18.91,46.35
44.00,18.91,46.35
44.00,18.91,46.35
44.00,18.91,46.55
44.00,18.64,46.55
44.00,18.64,46.55
44.00,18.64,46.55
44.00,18.64,46.75
44.00,18.37,46.75
44.00,18.37,46.75
44.00,18.37,46.75
44.00,18.37,46.95
44.00,18.10,46.95
44.00,18.10,46.95
44.00,18.10,46.95
44.00,18.10,47.14
44.00,17.82,47.14
44.00,17.82,47.14
44.00,17.82,47.14
44.00,17.82,47.33
44.00,17.54,47.33
44.00,17.54,47.33
44.00,17.54,47.51
44.00,17.54,47.51
44.00,17.26,47.51
44.00,17.26,47.51
44.00,17.26,47.70
44.00,17.26,47.70
44.00,16.98,47.70
44.00,16.98,47.70
44.00,16.98,47.88
44.00,16.98,47.88
44.00,16.69,47.88
44.00,16.69,47.88
44.00,16.69,48.05
44.00,16.69,48.05
44.00,16.40,48.05
44.00,16.40,48.05
44.00,16.40,48.22
44.00,16.40,48.22
44.00,16.11,48.22
44.00,16.11,48.22
44.00,16.11,48.39
44.00,16.11,48.39
44.00,15.82,48.39
44.00,15.82,48.56
44.00,15.82,48.56
44.00,15.82,48.56
44.00,15.53,48.56
44.00,15.53,48.72
44.00,15.53,48.72
44.00,15.53,48.72
44.00,15.24,48.72
44.00,15.24,48.88
44.00,15.24,48.88
44.00,15.24,48.88
44.00,14.94,48.88
44.00,14.94,49.04
44.00,14.94,49.04
44.00,14.94,49.04
44.00,14.64,49.04
44.00,14.64,49.19
44.00,14.64,49.19
44.00,14.64,49.19
44.00,14.34,49.19
44.00,14.34,49.34
44.00,14.34,49.34
44.00,14.34,49.34
44.00,13.45,49.49
44.00,13.45,49.49
44.00,13.45,49.49
44.00,13.45,49.49
44.00,13.62,49.63
44.00,13.62,49.63
44.00,13.62,49.63
44.00,13.62,49.63
44.00,13.30,49.77
44.00,13.30,49.77
44.00,13.30,49.77
44.00,13.30,49.77
44.00,12.99,49.90
44.00,12.99,49.90
44.00,12.99,49.90
44.00,12.99,49.90
44.00,12.69,50.04
44.00,12.69,50.04
44.00,12.69,50.04
44.00,12.69,50.04
44.00,12.38,50.17
44.00,12.38,50.17
44.00,12.38,50.17
44.00,12.38,50.29
44.00,12.08,50.29
44.00,12.08,50.29
44.00,12.08,50.29
44.00,12.08,50.42
44.00,11.77,50.42
44.00,11.77,50.42
44.00,11.77,50.42
44.00,11.77,50.54
44.00,11.47,50.54
44.00,11.47,50.54
44.00,11.47,50.54
44.00,11.47,50.65
44.00,11.16,50.65
44.00,11.16,50.65
44.00,11.16,50.65
44.00,11.16,50.77
44.00,10.86,50.77
44.00,10.86,50.77
44.00,10.86,50.77
44.00,10.86,50.88
44.00,10.55,50.88
44.00,10.55,50.88
44.00,10.55,50.98
44.00,10.55,50.98
44.00,10.25,50.98
44.00,10.25,50.98
44.00,10.25,51.08
44.00,10.25,51.08
44.00,9.94,51.08
44.00,9.94,51.08
44.00,9.94,51.18
44.00,9.94,51.18
44.00,9.64,51.18
44.00,9.64,51.18
44.00,9.64,51.28
44.00,9.64,51.28
44.00,9.34,51.28
44.00,9.34,51.28
44.00,9.34,51.37
44.00,9.34,51.37
44.00,9.04,51.37
44.00,9.04,51.37
44.00,9.04,51.46
44.00,9.04,51.46
44.00,8.73,51.46
44.00,8.73,51.46
44.00,8.73,51.54
44.00,8.73,51.54
44.00,8.43,51.54
44.00,8.43,51.54
44.00,8.43,51.62
44.00,8.43,51.62
44.00,8.13,51.62
44.00,8.13,51.62
44.00,8.13,51.70
44.00,8.13,51.70
44.00,7.83,51.70
44.00,7.83,51.70
44.00,7.83,51.78
44.00,7.83,51.78
44.00,7.54,51.78
44.00,7.54,51.78
44.00,7.54,51.85
44.00,7.54,51.85
44.00,7.24,51.85
44.00,7.24,51.85
44.00,7.24,51.92
44.00,7.24,51.92
44.00,6.94,51.92
44.00,6.94,51.92
44.00,6.94,51.98
44.00,6.94,51.98
44.00,6.65,51.98
44.00,6.65,51.98
44.00,6.65,52.04
44.00,6.65,52.04
44.00,6.36,52.04
44.00,6.36,52.04
44.00,6.36,52.10
44.00,6.36,52.10
44.00,6.07,52.10
44.00,6.07,52.10
44.00,6.07,52.15
44.00,6.07,52.15
44.00,5.78,52.15
44.00,5.78,52.15
44.00,5.78,52.21
44.00,5.78,52.21
44.00,5.49,52.21
44.00,5.49,52.25
44.00,5.49,52.25
44.00,5.49,52.25
44.00,5.20,52.25
44.00,5.20,52.30
44.00,5.20,52.30
44.00,5.20,52.30
44.00,4.92,52.30
44.00,4.92,52.34
44.00,4.92,52.34
44.00,4.92,52.34
44.00,4.64,52.34
44.00,4.64,52.38
44.00,4.64,52.38
44.00,4.64,52.38
44.00,4.36,52.38
44.00,4.36,52.41
44.00,4.36,52.41
44.00,4.36,52.41
44.00,4.08,52.41
44.00,4.08,52.45
44.00,4.08,52.45
44.00,4.08,52.45
44.00,3.80,52.45
44.00,3.80,52.47
44.00,3.80,52.47
44.00,3.80,52.47
44.00,3.53,52.47
44.00,3.53,52.50
44.00,3.53,52.50
44.00,3.53,52.50
44.00,3.26,52.50
44.00,3.26,52.52
44.00,3.26,52.52
44.00,3.26,52.52
44.00,2.99,52.52
44.00,2.99,52.54
44.00,2.99,52.54
44.00,2.99,52.54
44.00,2.72,52.54
44.00,2.72,52.56
44.00,2.72,52.56
44.00,2.72,52.56
44.00,2.46,52.56
44.00,2.46,52.57
44.00,2.46,52.57
44.00,2.46,52.57
44.00,2.19,52.57
44.00,2.19,52.58
44.00,2.19,52.58
44.00,2.19,52.58
44.00,1.94,52.58
44.00,1.94,52.59
44.00,1.94,52.59
44.00,1.94,52.59
44.00,1.68,52.59
44.00,1.68,52.60
44.00,1.68,52.60
44.00,1.68,52.60
44.00,1.42,52.60
44.00,1.42,52.60
44.00,1.42,52.60
44.00,1.42,52.60
44.00,1.17,52.60
44.00,1.17,52.60
44.00,1.17,52.60
44.00,1.17,52.60
44.00,0.92,52.60
44.00,0.92,52.60
44.00,0.92,52.60
44.00,0.92,52.60
44.00,0.68,52.60
44.00,0.68,52.59
44.00,0.68,52.59
44.00,0.68,52.59
44.00,0.43,52.59
44.00,0.43,52.58
44.00,0.43,52.58
44.00,0.43,52.58
44.00,0.19,52.58
44.00,0.19,52.57
44.00,0.19,52.57
44.00,0.19,52.57
44.00,-0.04,52.57
44.00,-0.04,52.55
44.00,-0.04,52.55
44.00,-0.04,52.55
44.00,-0.28,52.55
44.00,-0.28,52.54
44.00,-0.28,52.54
44.00,-0.28,52.54
44.00,-0.44,52.52
44.00,-0.44,52.52
44.00,-0.44,52.52
44.00,-0.44,52.52
44.00,-0.72,52.50
44.00,-0.72,52.50
44.00,-0.72,52.50
44.00,-0.72,52.50
44.00,-0.95,52.48
44.00,-0.95,52.48
44.00,-0.95,52.48
44.00,-0.95,52.48
44.00,-1.17,52.46
44.00,-1.17,52.46
44.00,-1.17,52.46
44.00,-1.17,52.46
44.00,-1.39,52.43
44.00,-1.39,52.43
44.00,-1.39,52.43
44.00,-1.39,52.43
44.00,-1.60,52.40
44.00,-1.60,52.40
44.00,-1.60,52.40
44.00,-1.60,52.37
44.00,-1.81,52.37
44.00,-1.81,52.37
44.00,-1.81,52.37
44.00,-1.81,52.33
44.00,-2.02,52.33
44.00,-2.02,52.33
44.00,-2.02,52.33
44.00,-2.02,52.30
44.00,-2.23,52.30
44.00,-2.23,52.30
44.00,-2.23,52.30
44.00,-2.23,52.26
44.00,-2.43,52.26
44.00,-2.43,52.26
44.00,-2.43,52.26
44.00,-2.43,52.22
44.00,-2.63,52.22
44.00,-2.63,52.22
44.00,-2.63,52.22
44.00,-2.63,52.18
44.00,-2.82,52.18
44.00,-2.82,52.18
44.00,-2.82,52.13
44.00,-2.82,52.13
44.00,-3.02,52.13
44.00,-3.02,52.13
44.00,-3.02,52.08
44.00,-3.02,52.08
44.00,-3.21,52.08
44.00,-3.21,52.08
44.00,-3.21,52.03
44.00,-3.21,52.03
44.00,-3.39,52.03
44.00,-3.39,52.03
44.00,-3.39,51.98
44.00,-3.39,51.98
44.00,-3.57,51.98
44.00,-3.57,51.98
44.00,-3.57,51.93
44.00,-3.57,51.93
44.00,-3.75,51.93
44.00,-3.75,51.93
44.00,-3.75,51.87
44.00,-3.75,51.87
44.00,-3.92,51.87
44.00,-3.92,51.81
44.00,-3.92,51.81
44.00,-3.92,51.81
44.00,-4.10,51.81
44.00,-4.10,51.75
44.00,-4.10,51.75
44.00,-4.10,51.75
44.00,-4.26,51.75
44.00,-4.26,51.69
44.00,-4.26,51.69
44.00,-4.26,51.69
44.00,-4.43,51.69
44.00,-4.43,51.63
44.00,-4.43,51.63
44.00,-4.43,51.63
44.00,-4.59,51.63
44.00,-4.59,51.57
44.00,-4.59,51.57
44.00,-4.59,51.57
44.00,-4.74,51.57
44.00,-4.74,51.50
44.00,-4.74,51.50
44.00,-4.74,51.50
44.00,-4.90,51.50
44.00,-4.90,51.43
44.00,-4.90,51.43
44.00,-4.90,51.43
44.00,-4.77,51.36
44.00,-4.77,51.36
44.00,-4.77,51.36
44.00,-4.77,51.36
44.00,-5.13,51.30
44.00,-5.13,51.30
44.00,-5.13,51.30
44.00,-5.13,51.30
44.00,-5.27,51.22
44.00,-5.27,51.22
44.00,-5.27,51.22
44.00,-5.27,51.22
44.00,-5.41,51.15
44.00,-5.41,51.15
44.00,-5.41,51.15
44.00,-5.41,51.15
44.00,-5.54,51.08
44.00,-5.54,51.08
44.00,-5.54,51.08
44.00,-5.54,51.08
44.00,-5.67,51.00
44.00,-5.67,51.00
44.00,-5.67,51.00
44.00,-5.67,50.93
44.00,-5.80,50.93
44.00,-5.80,50.93
44.00,-5.80,50.93
44.00,-5.80,50.85
44.00,-5.92,50.85
44.00,-5.92,50.85
44.00,-5.92,50.85
44.00,-5.92,50.77
44.00,-6.04,50.77
44.00,-6.04,50.77
44.00,-6.04,50.77
44.00,-6.04,50.69
44.00,-6.16,50.69
44.00,-6.16,50.69
44.00,-6.16,50.69
44.00,-6.16,50.61
44.00,-6.27,50.61
44.00,-6.27,50.61
44.00,-6.27,50.61
44.00,-6.27,50.52
44.00,-6.38,50.52
44.00,-6.38,50.52
44.00,-6.38,50.44
44.00,-6.38,50.44
44.00,-6.48,50.44
44.00,-6.48,50.44
44.00,-6.48,50.35
44.00,-6.48,50.35
44.00,-6.58,50.35
44.00,-6.58,50.35
44.00,-6.58,50.27
44.00,-6.58,50.27
44.00,-6.68,50.27
44.00,-6.68,50.27
44.00,-6.68,50.18
44.00,-6.68,50.18
44.00,-6.78,50.18
44.00,-6.78,50.18
44.00,-6.78,50.09
44.00,-6.78,50.09
44.00,-6.87,50.09
44.00,-6.87,50.09
44.00,-6.87,50.00
44.00,-6.87,50.00
44.00,-6.95,50.00
44.00,-6.95,50.00
44.00,-6.95,49.91
44.00,-6.95,49.91
44.00,-7.04,49.91
44.00,-7.04,49.82
44.00,-7.04,49.82
44.00,-7.04,49.82
44.00,-7.12,49.82
44.00,-7.12,49.73
44.00,-7.12,49.73
44.00,-7.12,49.73
44.00,-7.20,49.73
44.00,-7.20,49.63
44.00,-7.20,49.63
44.00,-7.20,49.63
44.00,-7.27,49.63
44.00,-7.27,49.54
44.00,-7.27,49.54
44.00,-7.27,49.54
44.00,-7.34,49.54
44.00,-7.34,49.44
44.00,-7.34,49.44
44.00,-7.34,49.44
44.00,-7.40,49.44
44.00,-7.40,49.35
44.00,-7.40,49.35
44.00,-7.40,49.35
44.00,-7.08,49.25
44.00,-7.08,49.25
44.00,-7.08,49.25
44.00,-7.08,49.25
44.00,-7.44,49.16
44.00,-7.44,49.16
44.00,-7.44,49.16
44.00,-7.44,49.16
44.00,-7.49,49.07
44.00,-7.49,49.07
44.00,-7.49,49.07
44.00,-7.49,49.07
44.00,-7.54,48.97
44.00,-7.54,48.97
44.00,-7.54,48.97
44.00,-7.54,48.97
44.00,-7.59,48.87
44.00,-7.59,48.87
44.00,-7.59,48.87
44.00,-7.59,48.87
44.00,-7.63,48.78
44.00,-7.63,48.78
44.00,-7.63,48.78
44.00,-7.63,48.78
44.00,-7.67,48.68
44.00,-7.67,48.68
44.00,-7.67,48.68
44.00,-7.67,48.58
44.00,-7.71,48.58
44.00,-7.71,48.58
44.00,-7.71,48.58
44.00,-7.71,48.48
44.00,-7.75,48.48
44.00,-7.75,48.48
44.00,-7.75,48.48
44.00,-7.75,48.38
44.00,-7.78,48.38
44.00,-7.78,48.38
44.00,-7.78,48.38
44.00,-7.78,48.28
44.00,-7.81,48.28
44.00,-7.81,48.28
44.00,-7.81,48.28
44.00,-7.81,48.18
44.00,-7.83,48.18
44.00,-7.83,48.18
44.00,-7.83,48.18
44.00,-7.83,48.08
44.00,-7.85,48.08
44.00,-7.85,48.08
44.00,-7.85,47.99
44.00,-7.85,47.99
44.00,-7.87,47.99
44.00,-7.87,47.99
44.00,-7.87,47.89
44.00,-7.87,47.89
44.00,-7.89,47.89
44.00,-7.89,47.89
44.00,-7.89,47.79
44.00,-7.89,47.79
44.00,-7.90,47.79
44.00,-7.90,47.79
44.00,-7.90,47.68
44.00,-7.90,47.68
44.00,-7.91,47.68
44.00,-7.91,47.68
44.00,-7.91,47.58
44.00,-7.91,47.58
44.00,-7.92,47.58
44.00,-7.92,47.58
44.00,-7.92,47.48
44.00,-7.92,47.48
44.00,-7.92,47.48
44.00,-7.92,47.38
44.00,-7.92,47.38
44.00,-7.92,47.38
44.00,-7.93,47.38
44.00,-7.93,47.28
44.00,-7.93,47.28
44.00,-7.93,47.28
44.00,-7.92,47.28
44.00,-7.92,47.18
44.00,-7.92,47.18
44.00,-7.92,47.18
44.00,-7.92,47.18
44.00,-7.92,47.08
44.00,-7.92,47.08
44.00,-7.92,47.08
44.00,-7.91,47.08
44.00,-7.91,46.98
44.00,-7.91,46.98
44.00,-7.91,46.98
44.00,-7.90,46.98
44.00,-7.90,46.88
44.00,-7.90,46.88
44.00,-7.90,46.88
44.00,-7.89,46.88
44.00,-7.89,46.78
44.00,-7.89,46.78
44.00,-7.89,46.78
44.00,-7.47,46.68
44.00,-7.47,46.68
44.00,-7.47,46.68
44.00,-7.47,46.68
44.00,-7.77,46.59
44.00,-7.77,46.59
44.00,-7.77,46.59
44.00,-7.77,46.59
44.00,-7.74,46.49
44.00,-7.74,46.49
44.00,-7.74,46.49
44.00,-7.74,46.49
44.00,-7.71,46.39
44.00,-7.71,46.39
44.00,-7.71,46.39
44.00,-7.71,46.39
44.00,-7.68,46.30
44.00,-7.68,46.30
44.00,-7.68,46.30
44.00,-7.68,46.30
44.00,-7.65,46.20
44.00,-7.65,46.20
44.00,-7.65,46.20
44.00,-7.65,46.10
44.00,-7.62,46.10
44.00,-7.62,46.10
44.00,-7.62,46.10
44.00,-7.62,46.01
44.00,-7.59,46.01
44.00,-7.59,46.01
44.00,-7.59,46.01
44.00,-7.59,45.91
44.00,-7.55,45.91
44.00,-7.55,45.91
44.00,-7.55,45.91
44.00,-7.55,45.82
44.00,-7.51,45.82
44.00,-7.51,45.82
44.00,-7.51,45.82
44.00,-7.51,45.72
44.00,-7.47,45.72
44.00,-7.47,45.72
44.00,-7.47,45.72
44.00,-7.47,45.63
44.00,-7.42,45.63
44.00,-7.42,45.63
44.00,-7.42,45.53
44.00,-7.42,45.53
44.00,-7.38,45.53
44.00,-7.38,45.53
44.00,-7.38,45.44
44.00,-7.38,45.44
44.00,-7.33,45.44
44.00,-7.33,45.44
44.00,-7.33,45.35
44.00,-7.33,45.35
44.00,-7.28,45.35
44.00,-7.28,45.35
44.00,-7.28,45.26
44.00,-7.28,45.26
44.00,-7.23,45.26
44.00,-7.23,45.26
44.00,-7.23,45.16
44.00,-7.23,45.16
44.00,-7.17,45.16
44.00,-7.17,45.16
44.00,-7.17,45.07
44.00,-7.17,45.07
44.00,-7.12,45.07
44.00,-7.12,45.07
44.00,-7.12,44.98
44.00,-7.12,44.98
44.00,-7.06,44.98
44.00,-7.06,44.89
44.00,-7.06,44.89
44.00,-7.06,44.89
44.00,-7.00,44.89
44.00,-7.00,44.81
44.00,-7.00,44.81
44.00,-7.00,44.81
44.00,-6.93,44.81
44.00,-6.93,44.72
44.00,-6.93,44.72
44.00,-6.93,44.72
44.00,-6.87,44.72
44.00,-6.87,44.63
44.00,-6.87,44.63
44.00,-6.87,44.63
44.00,-6.80,44.63
44.00,-6.80,44.54
44.00,-6.80,44.54
44.00,-6.80,44.54
44.00,-6.74,44.54
44.00,-6.74,44.46
44.00,-6.74,44.46
44.00,-6.74,44.46
44.00,-6.32,44.37
44.00,-6.32,44.37
44.00,-6.32,44.37
44.00,-6.32,44.37
44.00,-6.52,44.29
44.00,-6.52,44.29
44.00,-6.52,44.29
44.00,-6.52,44.29
44.00,-6.44,44.21
44.00,-6.44,44.21
44.00,-6.44,44.21
44.00,-6.44,44.21
44.00,-6.36,44.13
44.00,-6.36,44.13
44.00,-6.36,44.13
44.00,-6.36,44.13
44.00,-6.29,44.05
44.00,-6.29,44.05
44.00,-6.29,44.05
44.00,-6.29,44.05
44.00,-6.21,43.97
44.00,-6.21,43.97
44.00,-6.21,43.97
44.00,-6.21,43.89
44.00,-6.13,43.89
44.00,-6.13,43.89
44.00,-6.13,43.89
44.00,-6.13,43.81
44.00,-6.05,43.81
44.00,-6.05,43.81
44.00,-6.05,43.81
44.00,-6.05,43.73
44.00,-5.96,43.73
44.00,-5.96,43.73
44.00,-5.96,43.73
44.00,-5.96,43.66
44.00,-5.88,43.66
44.00,-5.88,43.66
44.00,-5.88,43.66
44.00,-5.88,43.58
44.00,-5.80,43.58
44.00,-5.80,43.58
44.00,-5.80,43.58
44.00,-5.80,43.51
44.00,-5.71,43.51
44.00,-5.71,43.51
44.00,-5.71,43.51
44.00,-5.71,43.43
44.00,-5.62,43.43
44.00,-5.62,43.43
44.00,-5.62,43.36
44.00,-5.62,43.36
44.00,-5.53,43.36
44.00,-5.53,43.36
44.00,-5.53,43.29
44.00,-5.53,43.29
44.00,-5.44,43.29
44.00,-5.44,43.29
44.00,-5.44,43.22
44.00,-5.44,43.22
44.00,-5.35,43.22
44.00,-5.35,43.22
44.00,-5.35,43.15
44.00,-5.35,43.15
44.00,-5.26,43.15
44.00,-5.26,43.15
44.00,-5.26,43.08
44.00,-5.26,43.08
44.00,-5.17,43.08
44.00,-5.17,43.08
44.00,-5.17,43.01
44.00,-5.17,43.01
44.00,-5.08,43.01
44.00,-5.08,42.95
44.00,-5.08,42.95
44.00,-5.08,42.95
44.00,-4.98,42.95
44.00,-4.98,42.88
44.00,-4.98,42.88
44.00,-4.98,42.88
44.00,-4.89,42.88
44.00,-4.89,42.82
44.00,-4.89,42.82
44.00,-4.89,42.82
44.00,-4.79,42.82
44.00,-4.79,42.76
44.00,-4.79,42.76
44.00,-4.79,42.76
44.00,-4.69,42.76
44.00,-4.69,42.69
44.00,-4.69,42.69
44.00,-4.69,42.69
44.00,-4.60,42.69
44.00,-4.60,42.63
44.00,-4.60,42.63
44.00,-4.60,42.63
44.00,-4.25,42.57
44.00,-4.25,42.57
44.00,-4.25,42.57
44.00,-4.25,42.57
44.00,-4.35,42.52
44.00,-4.35,42.52
44.00,-4.35,42.52
44.00,-4.35,42.52
44.00,-4.24,42.46
44.00,-4.24,42.46
44.00,-4.24,42.46
44.00,-4.24,42.46
44.00,-4.14,42.40
44.00,-4.14,42.40
44.00,-4.14,42.40
44.00,-4.14,42.40
44.00,-4.04,42.35
44.00,-4.04,42.35
44.00,-4.04,42.35
44.00,-4.04,42.35
44.00,-3.94,42.29
44.00,-3.94,42.29
44.00,-3.94,42.29
44.00,-3.94,42.29
44.00,-3.83,42.24
44.00,-3.83,42.24
44.00,-3.83,42.24
44.00,-3.83,42.19
44.00,-3.73,42.19
44.00,-3.73,42.19
44.00,-3.73,42.19
44.00,-3.73,42.14
44.00,-3.63,42.14
44.00,-3.63,42.14
44.00,-3.63,42.14
